energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-2.95047524,6.71547758,-6.71548239,1.77061360,-1.77061515,5.28388458,-5.28388964,1.42100945,-1.42100921,0.00328833,-0.00328834,0.00259235,-0.00259235,0.16196245,-0.16196242
-2.94447224,6.53652808,-6.53653296,1.71786408,-1.71786563,5.08400045,-5.08400553,1.44141373,-1.44141355,0.00318570,-0.00318570,0.00247019,-0.00247020,0.16387726,-0.16387724
-2.93846923,6.35279073,-6.35279567,1.66432932,-1.66433087,4.88343933,-4.88344439,1.45778244,-1.45778234,0.00307920,-0.00307920,0.00234832,-0.00234833,0.16518097,-0.16518096
-2.93246623,6.16480927,-6.16481425,1.61014442,-1.61014596,4.68323748,-4.68324250,1.46963933,-1.46963930,0.00296897,-0.00296897,0.00222884,-0.00222884,0.16585459,-0.16585459
-2.92646323,5.97312871,-5.97313370,1.55542589,-1.55542741,4.48434876,-4.48435370,1.47658638,-1.47658644,0.00285523,-0.00285524,0.00211402,-0.00211402,0.16589261,-0.16589262
-2.92046023,5.77833165,-5.77833664,1.50028313,-1.50028464,4.28766292,-4.28766777,1.47832135,-1.47832150,0.00273836,-0.00273836,0.00200633,-0.00200634,0.16530392,-0.16530394
-2.91445723,5.58107382,-5.58107877,1.44483031,-1.44483179,4.09402555,-4.09403027,1.47465301,-1.47465326,0.00261883,-0.00261883,0.00190843,-0.00190843,0.16411218,-0.16411221
-2.90845423,5.38211642,-5.38212133,1.38919805,-1.38919950,3.90425798,-3.90426257,1.46551364,-1.46551398,0.00249723,-0.00249724,0.00182311,-0.00182311,0.16235574,-0.16235577
-2.90245123,5.18235343,-5.18235827,1.33354432,-1.33354574,3.71917581,-3.71918023,1.45096801,-1.45096844,0.00237432,-0.00237432,0.00175335,-0.00175335,0.16008714,-0.16008719
-2.89644822,4.98283185,-4.98283660,1.27806382,-1.27806520,3.53960446,-3.53960870,1.43121851,-1.43121903,0.00225093,-0.00225094,0.00170228,-0.00170228,0.15737219,-0.15737224
-2.89044522,4.78476355,-4.78476818,1.22299544,-1.22299678,3.36639085,-3.36639489,1.40660604,-1.40660664,0.00212802,-0.00212802,0.00167320,-0.00167320,0.15428853,-0.15428859
-2.88444222,4.58952782,-4.58953230,1.16862736,-1.16862865,3.20041020,-3.20041402,1.37760652,-1.37760720,0.00200662,-0.00200663,0.00166952,-0.00166952,0.15092398,-0.15092404
-2.87843922,4.39866393,-4.39866822,1.11529941,-1.11530065,3.04256735,-3.04257092,1.34482313,-1.34482386,0.00188784,-0.00188785,0.00169483,-0.00169483,0.14737448,-0.14737455
-2.87243622,4.21385389,-4.21385797,1.06340263,-1.06340381,2.89379250,-2.89379582,1.30897428,-1.30897507,0.00177283,-0.00177283,0.00175283,-0.00175283,0.14374194,-0.14374200
-2.86643322,4.03689589,-4.03689972,1.01337586,-1.01337698,2.75503140,-2.75503444,1.27087799,-1.27087881,0.00166273,-0.00166274,0.00184731,-0.00184731,0.14013183,-0.14013190
-2.86043022,3.86966927,-3.86967282,0.96569957,-0.96570062,2.62723041,-2.62723315,1.23143283,-1.23143366,0.00155872,-0.00155872,0.00198218,-0.00198217,0.13665086,-0.13665092
-2.85442721,3.71409261,-3.71409584,0.92088700,-0.92088797,2.51131721,-2.51131964,1.19159630,-1.19159713,0.00146189,-0.00146189,0.00216136,-0.00216135,0.13340455,-0.13340460
-2.84842421,3.57207639,-3.57207926,0.87947305,-0.87947392,2.40817809,-2.40818019,1.15236125,-1.15236205,0.00137332,-0.00137332,0.00238880,-0.00238880,0.13049503,-0.13049508
-2.84242121,3.44547234,-3.44547483,0.84200113,-0.84200192,2.31863295,-2.31863471,1.11473104,-1.11473181,0.00129396,-0.00129397,0.00266843,-0.00266842,0.12801889,-0.12801893
-2.83641821,3.33602134,-3.33602342,0.80900872,-0.80900940,2.24340923,-2.24341064,1.07969435,-1.07969507,0.00122470,-0.00122470,0.00300402,-0.00300402,0.12606529,-0.12606532
-2.83041521,3.24530195,-3.24530360,0.78101173,-0.78101230,2.18311608,-2.18311714,1.04820020,-1.04820084,0.00116627,-0.00116627,0.00339923,-0.00339922,0.12471425,-0.12471426
-2.82441221,3.17468155,-3.17468275,0.75848864,-0.75848909,2.13822000,-2.13822069,1.02113397,-1.02113453,0.00111926,-0.00111926,0.00385742,-0.00385741,0.12403521,-0.12403522
-2.81840920,3.12527179,-3.12527252,0.74186457,-0.74186490,2.10902302,-2.10902335,0.99929517,-0.99929562,0.00108414,-0.00108414,0.00438163,-0.00438162,0.12408586,-0.12408586
-2.81240620,3.09789000,-3.09789026,0.73149606,-0.73149627,2.09564460,-2.09564457,0.98337717,-0.98337751,0.00106117,-0.00106117,0.00497444,-0.00497443,0.12491114,-0.12491112
-2.80640320,3.09302775,-3.09302754,0.72765695,-0.72765703,2.09800787,-2.09800749,0.97394974,-0.97394996,0.00105047,-0.00105047,0.00563793,-0.00563792,0.12654251,-0.12654247
-2.80040020,3.11082764,-3.11082696,0.73052580,-0.73052575,2.11583097,-2.11583027,0.97144450,-0.97144459,0.00105197,-0.00105197,0.00637352,-0.00637350,0.12899747,-0.12899742
-2.79439720,3.15106887,-3.15106774,0.74017541,-0.74017522,2.14862389,-2.14862287,0.97614365,-0.97614361,0.00106542,-0.00106542,0.00718189,-0.00718187,0.13227924,-0.13227917
-2.78839420,3.21316218,-3.21316062,0.75656464,-0.75656433,2.19569086,-2.19568954,0.98817221,-0.98817203,0.00109040,-0.00109040,0.00806293,-0.00806291,0.13637660,-0.13637652
-2.78239120,3.29615402,-3.29615206,0.77953302,-0.77953259,2.25613848,-2.25613689,1.00749385,-1.00749355,0.00112632,-0.00112631,0.00901560,-0.00901558,0.14126400,-0.14126391
-2.77638819,3.39874003,-3.39873770,0.80879826,-0.80879771,2.32888915,-2.32888732,1.03391047,-1.03391003,0.00117240,-0.00117240,0.01003790,-0.01003788,0.14690182,-0.14690171
-2.77038519,3.51928721,-3.51928454,0.84395695,-0.84395629,2.41269958,-2.41269754,1.06706539,-1.06706484,0.00122775,-0.00122775,0.01112682,-0.01112680,0.15323679,-0.15323667
-2.76438219,3.65586437,-3.65586141,0.88448854,-0.88448778,2.50618369,-2.50618146,1.10645036,-1.10644970,0.00129131,-0.00129131,0.01227830,-0.01227827,0.16020269,-0.16020257
-2.75837919,3.80627999,-3.80627679,0.92976257,-0.92976173,2.60783929,-2.60783692,1.15141599,-1.15141524,0.00136189,-0.00136189,0.01348721,-0.01348719,0.16772127,-0.16772114
-2.75237619,3.96812642,-3.96812303,0.97904916,-0.97904824,2.71607778,-2.71607530,1.20118572,-1.20118488,0.00143823,-0.00143823,0.01474743,-0.01474740,0.17570335,-0.17570320
-2.74637319,4.13882953,-4.13882599,1.03153251,-1.03153154,2.82925590,-2.82925335,1.25487291,-1.25487200,0.00151896,-0.00151896,0.01605183,-0.01605180,0.18405023,-0.18405008
-2.74037019,4.31570223,-4.31569861,1.08632724,-1.08632623,2.94570865,-2.94570605,1.31150080,-1.31149984,0.00160265,-0.00160265,0.01739239,-0.01739236,0.19265539,-0.19265524
-2.73436718,4.49600077,-4.49599711,1.14249700,-1.14249596,3.06378242,-3.06377982,1.37002494,-1.37002395,0.00168786,-0.00168786,0.01876032,-0.01876029,0.20140637,-0.20140620
-2.72836418,4.67698201,-4.67697837,1.19907506,-1.19907402,3.18186733,-3.18186475,1.42935755,-1.42935655,0.00177313,-0.00177313,0.02014615,-0.02014613,0.21018687,-0.21018671
-2.72236118,4.85596034,-4.85595676,1.25508619,-1.25508515,3.29842776,-3.29842523,1.48839321,-1.48839222,0.00185703,-0.00185703,0.02153997,-0.02153994,0.21887915,-0.21887899
-2.71635818,5.03036236,-5.03035888,1.30956909,-1.30956808,3.41203018,-3.41202774,1.54603524,-1.54603426,0.00193818,-0.00193818,0.02293150,-0.02293148,0.22736637,-0.22736621
-2.71035518,5.19777789,-5.19777455,1.36159883,-1.36159786,3.52136746,-3.52136512,1.60122186,-1.60122093,0.00201530,-0.00201529,0.02431043,-0.02431040,0.23553516,-0.23553500
-2.70435218,5.35600561,-5.35600246,1.41030838,-1.41030747,3.62527874,-3.62527652,1.65295159,-1.65295071,0.00208719,-0.00208718,0.02566650,-0.02566647,0.24327800,-0.24327785
-2.69834917,5.50309203,-5.50308909,1.45490853,-1.45490770,3.72276447,-3.72276238,1.70030670,-1.70030590,0.00215280,-0.00215280,0.02698981,-0.02698979,0.25049558,-0.25049544
-2.69234617,5.63736230,-5.63735959,1.49470555,-1.49470480,3.81299595,-3.81299400,1.74247426,-1.74247354,0.00221124,-0.00221124,0.02827099,-0.02827096,0.25709891,-0.25709878
-2.68634317,5.75744221,-5.75743976,1.52911580,-1.52911514,3.89531928,-3.89531749,1.77876377,-1.77876315,0.00226177,-0.00226176,0.02950139,-0.02950136,0.26301104,-0.26301091
-2.68034017,5.86227046,-5.86226829,1.55767696,-1.55767639,3.96925359,-3.96925196,1.80862095,-1.80862044,0.00230383,-0.00230383,0.03067329,-0.03067327,0.26816849,-0.26816837
-2.67433717,5.95110101,-5.95109911,1.58005530,-1.58005484,4.03448377,-4.03448230,1.83163699,-1.83163659,0.00233706,-0.00233706,0.03178004,-0.03178001,0.27252214,-0.27252204
-2.66833417,6.02349565,-6.02349404,1.59604889,-1.59604854,4.09084813,-4.09084682,1.84755316,-1.84755287,0.00236126,-0.00236126,0.03281613,-0.03281611,0.27603766,-0.27603758
-2.66233117,6.07930733,-6.07930600,1.60558658,-1.60558634,4.13832165,-4.13832049,1.85626042,-1.85626025,0.00237642,-0.00237642,0.03377732,-0.03377730,0.27869542,-0.27869535
-2.65632816,6.11865510,-6.11865405,1.60872298,-1.60872285,4.17699564,-4.17699464,1.85779437,-1.85779432,0.00238270,-0.00238270,0.03466063,-0.03466060,0.28048985,-0.28048979
-2.65032516,6.14189206,-6.14189127,1.60562961,-1.60562958,4.20705484,-4.20705399,1.85232563,-1.85232569,0.00238039,-0.00238039,0.03546430,-0.03546428,0.28142840,-0.28142835
-2.64432216,6.14956786,-6.14956734,1.59658279,-1.59658286,4.22875308,-4.22875238,1.84014624,-1.84014641,0.00236993,-0.00236993,0.03618774,-0.03618772,0.28153002,-0.28152999
-2.63831916,6.14238766,-6.14238739,1.58194874,-1.58194890,4.24238866,-4.24238810,1.82165279,-1.82165306,0.00235184,-0.00235184,0.03683138,-0.03683136,0.28082345,-0.28082343
-2.63231616,6.12116938,-6.12116935,1.56216665,-1.56216690,4.24828074,-4.24828031,1.79732698,-1.79732735,0.00232674,-0.00232674,0.03739651,-0.03739649,0.27934514,-0.27934514
-2.62631316,6.08680138,-6.08680158,1.53773049,-1.53773081,4.24674771,-4.24674742,1.76771461,-1.76771507,0.00229530,-0.00229530,0.03788506,-0.03788504,0.27713720,-0.27713721
-2.62031016,6.04020244,-6.04020286,1.50917020,-1.50917060,4.23808877,-4.23808862,1.73340390,-1.73340443,0.00225822,-0.00225822,0.03829940,-0.03829939,0.27424530,-0.27424532
-2.61430715,5.98228574,-5.98228637,1.47703329,-1.47703375,4.22256938,-4.22256936,1.69500407,-1.69500467,0.00221619,-0.00221619,0.03864206,-0.03864205,0.27071671,-0.27071674
-2.60830415,5.91392845,-5.91392928,1.44186729,-1.44186779,4.20041130,-4.20041141,1.65312514,-1.65312579,0.00216990,-0.00216990,0.03891551,-0.03891550,0.26659860,-0.26659865
-2.60230115,5.83594799,-5.83594901,1.40420390,-1.40420445,4.17178763,-4.17178788,1.60835966,-1.60836037,0.00212000,-0.00212000,0.03912191,-0.03912190,0.26193660,-0.26193666
-2.59629815,5.74908581,-5.74908703,1.36454533,-1.36454592,4.13682299,-4.13682338,1.56126714,-1.56126789,0.00206709,-0.00206709,0.03926294,-0.03926293,0.25677372,-0.25677379
-2.59029515,5.65399902,-5.65400043,1.32335321,-1.32335383,4.09559858,-4.09559912,1.51236149,-1.51236228,0.00201170,-0.00201170,0.03933962,-0.03933960,0.25114972,-0.25114981
-2.58429215,5.55125982,-5.55126141,1.28104037,-1.28104102,4.04816195,-4.04816265,1.46210206,-1.46210288,0.00195431,-0.00195431,0.03935219,-0.03935218,0.24510090,-0.24510099
-2.57828914,5.44136228,-5.44136406,1.23796559,-1.23796626,3.99454063,-3.99454148,1.41088814,-1.41088900,0.00189533,-0.00189533,0.03930011,-0.03930010,0.23866017,-0.23866027
-2.57228614,5.32473569,-5.32473766,1.19443138,-1.19443207,3.93475898,-3.93476000,1.35905707,-1.35905795,0.00183510,-0.00183510,0.03918202,-0.03918201,0.23185760,-0.23185771
-2.56628314,5.20176332,-5.20176547,1.15068455,-1.15068525,3.86885725,-3.86885843,1.30688557,-1.30688648,0.00177390,-0.00177390,0.03899589,-0.03899588,0.22472122,-0.22472135
-2.56028014,5.07280520,-5.07280753,1.10691932,-1.10692004,3.79691175,-3.79691310,1.25459413,-1.25459505,0.00171196,-0.00171196,0.03873912,-0.03873912,0.21727801,-0.21727815
-2.55427714,4.93822350,-4.93822602,1.06328266,-1.06328339,3.71905510,-3.71905662,1.20235366,-1.20235460,0.00164948,-0.00164948,0.03840879,-0.03840879,0.20955506,-0.20955521
-2.54827414,4.79840886,-4.79841155,1.01988130,-1.01988204,3.63549547,-3.63549715,1.15029419,-1.15029515,0.00158662,-0.00158662,0.03800189,-0.03800189,0.20158075,-0.20158091
-2.54227114,4.65380605,-4.65380890,0.97679000,-0.97679076,3.54653376,-3.54653559,1.09851463,-1.09851561,0.00152354,-0.00152355,0.03751565,-0.03751565,0.19338593,-0.19338609
-2.53626813,4.50493761,-4.50494061,0.93406056,-0.93406133,3.45257782,-3.45257980,1.04709327,-1.04709426,0.00146039,-0.00146040,0.03694783,-0.03694783,0.18500492,-0.18500509
-2.53026513,4.35242392,-4.35242706,0.89173094,-0.89173172,3.35415300,-3.35415510,0.99609811,-0.99609912,0.00139733,-0.00139733,0.03629703,-0.03629704,0.17647638,-0.17647656
-2.52426213,4.19699880,-4.19700205,0.84983409,-0.84983488,3.25190838,-3.25191059,0.94559668,-0.94559769,0.00133454,-0.00133454,0.03556306,-0.03556307,0.16784389,-0.16784408
-2.51825913,4.03951958,-4.03952292,0.80840609,-0.80840689,3.14661834,-3.14662064,0.89566467,-0.89566569,0.00127222,-0.00127222,0.03474714,-0.03474715,0.15915630,-0.15915649
-2.51225613,3.88097116,-3.88097455,0.76749304,-0.76749385,3.03917923,-3.03918159,0.84639314,-0.84639417,0.00121061,-0.00121061,0.03385216,-0.03385217,0.15046766,-0.15046786
-2.50625313,3.72246371,-3.72246714,0.72715662,-0.72715743,2.93060122,-2.93060362,0.79789386,-0.79789489,0.00114999,-0.00114999,0.03288284,-0.03288286,0.14183702,-0.14183721
-2.50025013,3.56522407,-3.56522748,0.68747794,-0.68747875,2.82199549,-2.82199789,0.75030274,-0.75030376,0.00109068,-0.00109068,0.03184585,-0.03184587,0.13332774,-0.13332793
-2.49424712,3.41058095,-3.41058431,0.64855972,-0.64856053,2.71455710,-2.71455948,0.70378113,-0.70378214,0.00103302,-0.00103302,0.03074978,-0.03074980,0.12500667,-0.12500685
-2.48824412,3.25994473,-3.25994801,0.61052663,-0.61052743,2.60954422,-2.60954653,0.65851522,-0.65851622,0.00097739,-0.00097740,0.02960508,-0.02960510,0.11694302,-0.11694320
-2.48224112,3.11478230,-3.11478545,0.57352402,-0.57352481,2.50825411,-2.50825632,0.61471357,-0.61471454,0.00092421,-0.00092422,0.02842395,-0.02842397,0.10920708,-0.10920726
-2.47623812,2.97658800,-2.97659098,0.53771510,-0.53771587,2.41199685,-2.41199893,0.57260294,-0.57260387,0.00087391,-0.00087391,0.02722004,-0.02722006,0.10186876,-0.10186893
-2.47023512,2.84685163,-2.84685440,0.50327677,-0.50327752,2.32206747,-2.32206937,0.53242278,-0.53242368,0.00082691,-0.00082691,0.02600819,-0.02600822,0.09499608,-0.09499624
-2.46423212,2.72702460,-2.72702712,0.47039447,-0.47039519,2.23971725,-2.23971895,0.49441876,-0.49441961,0.00078365,-0.00078366,0.02480408,-0.02480410,0.08865361,-0.08865375
-2.45822911,2.61848541,-2.61848764,0.43925621,-0.43925689,2.16612520,-2.16612667,0.45883543,-0.45883622,0.00074458,-0.00074458,0.02362373,-0.02362375,0.08290092,-0.08290104
-2.45222611,2.52250538,-2.52250729,0.41004620,-0.41004684,2.10237034,-2.10237155,0.42590863,-0.42590936,0.00071010,-0.00071010,0.02248314,-0.02248317,0.07779112,-0.07779122
-2.44622311,2.44021592,-2.44021748,0.38293837,-0.38293896,2.04940560,-2.04940653,0.39585778,-0.39585844,0.00068060,-0.00068060,0.02139779,-0.02139782,0.07336946,-0.07336956
-2.44022011,2.37257812,-2.37257930,0.35809003,-0.35809057,2.00803402,-2.00803464,0.36887844,-0.36887903,0.00065641,-0.00065641,0.02038215,-0.02038217,0.06967215,-0.06967222
-2.43421711,2.32035558,-2.32035636,0.33563594,-0.33563642,1.97888789,-1.97888820,0.34513535,-0.34513586,0.00063784,-0.00063784,0.01944925,-0.01944927,0.06672520,-0.06672525
-2.42821411,2.28409126,-2.28409164,0.31568310,-0.31568352,1.96241128,-1.96241126,0.32475626,-0.32475669,0.00062513,-0.00062513,0.01861024,-0.01861026,0.06454363,-0.06454366
-2.42221111,2.26408894,-2.26408890,0.29830633,-0.29830670,1.95884644,-1.95884608,0.30782659,-0.30782693,0.00061845,-0.00061845,0.01787406,-0.01787407,0.06313079,-0.06313080
-2.41620810,2.26039974,-2.26039929,0.28354488,-0.28354519,1.96822438,-1.96822368,0.29438521,-0.29438547,0.00061791,-0.00061791,0.01724707,-0.01724708,0.06247790,-0.06247790
-2.41020510,2.27281412,-2.27281327,0.27140010,-0.27140034,1.99035989,-1.99035887,0.28442137,-0.28442155,0.00062354,-0.00062354,0.01673286,-0.01673288,0.06256395,-0.06256392
-2.40420210,2.30085953,-2.30085829,0.26183418,-0.26183437,2.02485108,-2.02484975,0.27787286,-0.27787295,0.00063529,-0.00063529,0.01633210,-0.01633210,0.06335569,-0.06335565
-2.39819910,2.34380379,-2.34380219,0.25477016,-0.25477029,2.07108352,-2.07108190,0.27462542,-0.27462543,0.00065301,-0.00065301,0.01604243,-0.01604243,0.06480809,-0.06480803
-2.39219610,2.40066427,-2.40066233,0.25009290,-0.25009298,2.12823891,-2.12823703,0.27451350,-0.27451344,0.00067649,-0.00067649,0.01585856,-0.01585856,0.06686489,-0.06686482
-2.38619310,2.47022253,-2.47022029,0.24765122,-0.24765125,2.19530809,-2.19530597,0.27732226,-0.27732213,0.00070540,-0.00070540,0.01577238,-0.01577238,0.06945956,-0.06945947
-2.38019010,2.55104438,-2.55104188,0.24726090,-0.24726088,2.27110819,-2.27110586,0.28279079,-0.28279061,0.00073934,-0.00073934,0.01577318,-0.01577318,0.07251647,-0.07251638
-2.37418709,2.64150482,-2.64150210,0.24870863,-0.24870857,2.35430359,-2.35430109,0.29061663,-0.29061640,0.00077783,-0.00077782,0.01584797,-0.01584797,0.07595237,-0.07595227
-2.36818409,2.73981741,-2.73981453,0.25175664,-0.25175656,2.44343018,-2.44342755,0.30046130,-0.30046101,0.00082028,-0.00082027,0.01598191,-0.01598190,0.07967801,-0.07967791
-2.36218109,2.84406755,-2.84406454,0.25614802,-0.25614790,2.53692259,-2.53691987,0.31195686,-0.31195654,0.00086604,-0.00086604,0.01615871,-0.01615870,0.08360014,-0.08360003
-2.35617809,2.95224880,-2.95224573,0.26161235,-0.26161222,2.63314361,-2.63314085,0.32471342,-0.32471308,0.00091439,-0.00091439,0.01636120,-0.01636119,0.08762349,-0.08762338
-2.35017509,3.06230170,-3.06229863,0.26787183,-0.26787168,2.73041537,-2.73041262,0.33832728,-0.33832693,0.00096454,-0.00096454,0.01657186,-0.01657185,0.09165301,-0.09165290
-2.34417209,3.17215399,-3.17215097,0.27464740,-0.27464725,2.82705143,-2.82704873,0.35238961,-0.35238927,0.00101565,-0.00101565,0.01677336,-0.01677335,0.09559611,-0.09559601
-2.33816908,3.27976139,-3.27975847,0.28166494,-0.28166479,2.92138920,-2.92138659,0.36649547,-0.36649513,0.00106686,-0.00106685,0.01694913,-0.01694912,0.09936488,-0.09936479
-2.33216608,3.38314798,-3.38314522,0.28866126,-0.28866111,3.01182176,-3.01181928,0.38025279,-0.38025247,0.00111726,-0.00111726,0.01708387,-0.01708387,0.10287822,-0.10287813
-2.32616308,3.48044513,-3.48044256,0.29538972,-0.29538959,3.09682856,-3.09682626,0.39329124,-0.39329095,0.00116595,-0.00116595,0.01716403,-0.01716403,0.10606380,-0.10606372
-2.32016008,3.56992797,-3.56992564,0.30162544,-0.30162533,3.17500408,-3.17500199,0.40527058,-0.40527033,0.00121206,-0.00121206,0.01717818,-0.01717818,0.10885980,-0.10885973
-2.31415708,3.65004856,-3.65004652,0.30716976,-0.30716967,3.24508384,-3.24508200,0.41588822,-0.41588801,0.00125473,-0.00125472,0.01711738,-0.01711738,0.11121630,-0.11121625
-2.30815408,3.71946470,-3.71946298,0.31185401,-0.31185395,3.30596712,-3.30596555,0.42488583,-0.42488566,0.00129315,-0.00129314,0.01697533,-0.01697534,0.11309632,-0.11309628
-2.30215108,3.77706382,-3.77706244,0.31554237,-0.31554234,3.35673584,-3.35673456,0.43205466,-0.43205455,0.00132659,-0.00132659,0.01674857,-0.01674858,0.11447638,-0.11447636
-2.29614807,3.82198110,-3.82198008,0.31813376,-0.31813377,3.39666918,-3.39666821,0.43723951,-0.43723946,0.00135442,-0.00135442,0.01643641,-0.01643642,0.11534669,-0.11534668
-2.29014507,3.85361166,-3.85361101,0.31956274,-0.31956277,3.42525360,-3.42525295,0.44034108,-0.44034108,0.00137609,-0.00137609,0.01604091,-0.01604093,0.11571082,-0.11571083
-2.28414207,3.87161624,-3.87161597,0.31979937,-0.31979943,3.44218810,-3.44218777,0.44131666,-0.44131672,0.00139121,-0.00139121,0.01556666,-0.01556667,0.11558496,-0.11558498
-2.27813907,3.87592061,-3.87592072,0.31884809,-0.31884818,3.44738466,-3.44738466,0.44017924,-0.44017935,0.00139947,-0.00139947,0.01502048,-0.01502050,0.11499674,-0.11499677
-2.27213607,3.86670873,-3.86670920,0.31674565,-0.31674577,3.44096405,-3.44096436,0.43699492,-0.43699508,0.00140075,-0.00140075,0.01441116,-0.01441117,0.11398369,-0.11398373
-2.26613307,3.84441000,-3.84441082,0.31355820,-0.31355835,3.42324713,-3.42324776,0.43187891,-0.43187913,0.00139504,-0.00139505,0.01374896,-0.01374898,0.11259150,-0.11259155
-2.26013007,3.80968129,-3.80968245,0.30937768,-0.30937786,3.39474220,-3.39474312,0.42499020,-0.42499046,0.00138251,-0.00138251,0.01304529,-0.01304531,0.11087195,-0.11087201
-2.25412706,3.76338446,-3.76338592,0.30431764,-0.30431783,3.35612873,-3.35612991,0.41652509,-0.41652538,0.00136342,-0.00136343,0.01231218,-0.01231220,0.10888088,-0.10888095
-2.24812406,3.70656006,-3.70656179,0.29850870,-0.29850891,3.30823815,-3.30823958,0.40671002,-0.40671034,0.00133823,-0.00133823,0.01156190,-0.01156192,0.10667604,-0.10667611
-2.24212106,3.64039843,-3.64040040,0.29209388,-0.29209410,3.25203243,-3.25203408,0.39579381,-0.39579416,0.00130746,-0.00130746,0.01080653,-0.01080655,0.10431512,-0.10431520
-2.23611806,3.56620898,-3.56621115,0.28522385,-0.28522408,3.18858094,-3.18858278,0.38403975,-0.38404011,0.00127179,-0.00127179,0.01005760,-0.01005762,0.10185397,-0.10185405
-2.23011506,3.48538875,-3.48539108,0.27805245,-0.27805268,3.11903645,-3.11903844,0.37171773,-0.37171810,0.00123194,-0.00123194,0.00932579,-0.00932581,0.09934500,-0.09934508
-2.22411206,3.39939110,-3.39939355,0.27073254,-0.27073277,3.04461086,-3.04461297,0.35909683,-0.35909721,0.00118873,-0.00118873,0.00862062,-0.00862064,0.09683602,-0.09683610
-2.21810905,3.30969551,-3.30969804,0.26341241,-0.26341264,2.96655130,-2.96655350,0.34643851,-0.34643888,0.00114302,-0.00114302,0.00795036,-0.00795037,0.09436935,-0.09436943
-2.21210605,3.21777906,-3.21778164,0.25623269,-0.25623291,2.88611704,-2.88611929,0.33399058,-0.33399094,0.00109568,-0.00109568,0.00732181,-0.00732183,0.09198138,-0.09198146
-2.20610305,3.12509028,-3.12509285,0.24932403,-0.24932424,2.80455776,-2.80456002,0.32198225,-0.32198259,0.00104758,-0.00104758,0.00674033,-0.00674035,0.08970250,-0.08970257
-2.20010005,3.03302566,-3.03302819,0.24280548,-0.24280567,2.72309341,-2.72309565,0.31062016,-0.31062048,0.00099957,-0.00099957,0.00620982,-0.00620984,0.08755732,-0.08755738
-2.19409705,2.94290927,-2.94291172,0.23678347,-0.23678365,2.64289598,-2.64289816,0.30008557,-0.30008586,0.00095244,-0.00095244,0.00573279,-0.00573280,0.08556528,-0.08556534
-2.18809405,2.85597531,-2.85597765,0.23135153,-0.23135168,2.56507320,-2.56507530,0.29053259,-0.29053285,0.00090693,-0.00090693,0.00531044,-0.00531046,0.08374148,-0.08374153
-2.18209105,2.77335379,-2.77335599,0.22659045,-0.22659058,2.49065431,-2.49065630,0.28208743,-0.28208764,0.00086368,-0.00086369,0.00494287,-0.00494288,0.08209763,-0.08209768
-2.17608804,2.69605903,-2.69606107,0.22256895,-0.22256906,2.42057787,-2.42057973,0.27484849,-0.27484867,0.00082325,-0.00082325,0.00462918,-0.00462919,0.08064318,-0.08064322
-2.17008504,2.62498092,-2.62498277,0.21934457,-0.21934465,2.35568146,-2.35568316,0.26888729,-0.26888743,0.00078607,-0.00078607,0.00436766,-0.00436766,0.07938632,-0.07938635
-2.16408204,2.56087844,-2.56088008,0.21696475,-0.21696481,2.29669336,-2.29669488,0.26424983,-0.26424993,0.00075248,-0.00075248,0.00415598,-0.00415598,0.07833506,-0.07833509
-2.15807904,2.50437543,-2.50437684,0.21546792,-0.21546795,2.24422593,-2.24422726,0.26095847,-0.26095853,0.00072268,-0.00072268,0.00399136,-0.00399136,0.07749804,-0.07749806
-2.15207604,2.45595824,-2.45595942,0.21488441,-0.21488441,2.19877081,-2.19877194,0.25901398,-0.25901401,0.00069678,-0.00069678,0.00387070,-0.00387071,0.07688518,-0.07688520
-2.14607304,2.41597502,-2.41597596,0.21523723,-0.21523721,2.16069578,-2.16069669,0.25839773,-0.25839772,0.00067477,-0.00067477,0.00379074,-0.00379074,0.07650806,-0.07650806
-2.14007004,2.38463665,-2.38463734,0.21654246,-0.21654241,2.13024332,-2.13024401,0.25907380,-0.25907376,0.00065654,-0.00065654,0.00374814,-0.00374814,0.07638000,-0.07638000
-2.13406703,2.36201906,-2.36201950,0.21880930,-0.21880921,2.10753093,-2.10753140,0.26099101,-0.26099093,0.00064189,-0.00064189,0.00373961,-0.00373961,0.07651591,-0.07651591
-2.12806403,2.34806717,-2.34806737,0.22203974,-0.22203963,2.09255327,-2.09255353,0.26408470,-0.26408459,0.00063055,-0.00063055,0.00376194,-0.00376194,0.07693178,-0.07693176
-2.12206103,2.34260023,-2.34260020,0.22622794,-0.22622780,2.08518612,-2.08518617,0.26827838,-0.26827824,0.00062217,-0.00062217,0.00381206,-0.00381206,0.07764392,-0.07764390
-2.11605803,2.34531885,-2.34531860,0.23135922,-0.23135906,2.08519235,-2.08519219,0.27348512,-0.27348495,0.00061637,-0.00061637,0.00388706,-0.00388705,0.07866809,-0.07866806
-2.11005503,2.35581367,-2.35581321,0.23740890,-0.23740872,2.09222983,-2.09222948,0.27960874,-0.27960855,0.00061273,-0.00061273,0.00398419,-0.00398419,0.08001833,-0.08001829
