energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-4.40320160,3.31321491,-3.31322042,0.67012540,-0.67012578,0.38094894,-0.38094999,0.38327478,-0.38327625,1.61680246,-1.61680485,0.00020891,-0.00020891,0.32434678,-0.32434767,0.02917304,-0.02917310,1.08569120,-1.08569207
-4.39719860,3.27271026,-3.27271554,0.67374506,-0.67374536,0.36783879,-0.36783980,0.36902160,-0.36902296,1.60850564,-1.60850796,0.00018403,-0.00018403,0.32029380,-0.32029466,0.02881319,-0.02881325,1.07196720,-1.07196799
-4.39119560,3.23642713,-3.23643211,0.67901455,-0.67901478,0.35531356,-0.35531451,0.35604688,-0.35604812,1.60164601,-1.60164824,0.00016147,-0.00016147,0.31655287,-0.31655370,0.02845683,-0.02845689,1.06001160,-1.06001231
-4.38519260,3.20489682,-3.20490144,0.68583076,-0.68583090,0.34354895,-0.34354984,0.34448432,-0.34448542,1.59635459,-1.59635670,0.00014115,-0.00014115,0.31326607,-0.31326684,0.02811913,-0.02811918,1.04986897,-1.04986958
-4.37918959,3.17847288,-3.17847707,0.69403931,-0.69403937,0.33270114,-0.33270195,0.33443317,-0.33443412,1.59268617,-1.59268812,0.00012296,-0.00012297,0.31056664,-0.31056734,0.02781408,-0.02781413,1.04150881,-1.04150931
-4.37318659,3.15733576,-3.15733948,0.70344203,-0.70344201,0.32290527,-0.32290599,0.32595917,-0.32595997,1.59062333,-1.59062512,0.00010679,-0.00010679,0.30857913,-0.30857976,0.02755407,-0.02755412,1.03482821,-1.03482861
-4.36718359,3.14150569,-3.14150890,0.71380666,-0.71380656,0.31427495,-0.31427556,0.31909663,-0.31909728,1.59008412,-1.59008573,0.00009249,-0.00009249,0.30742027,-0.30742081,0.02734954,-0.02734958,1.02965763,-1.02965792
-4.36118059,3.13086278,-3.13086544,0.72487851,-0.72487834,0.30690245,-0.30690295,0.31385150,-0.31385198,1.59093263,-1.59093405,0.00007992,-0.00007992,0.30720051,-0.30720095,0.02720864,-0.02720867,1.02576937,-1.02576956
-4.35517759,3.12517272,-3.12517482,0.73639344,-0.73639319,0.30085973,-0.30086011,0.31020511,-0.31020543,1.59299184,-1.59299306,0.00006896,-0.00006896,0.30802607,-0.30802640,0.02713706,-0.02713709,1.02288849,-1.02288858
-4.34917459,3.12411661,-3.12411813,0.74809143,-0.74809112,0.29620000,-0.29620025,0.30811850,-0.30811866,1.59605784,-1.59605885,0.00005946,-0.00005946,0.31000114,-0.31000137,0.02713799,-0.02713801,1.02070545,-1.02070544
-4.34317159,3.12732251,-3.12732344,0.75973021,-0.75972983,0.29295970,-0.29295982,0.30753686,-0.30753686,1.59991437,-1.59991517,0.00005130,-0.00005130,0.31323025,-0.31323035,0.02721203,-0.02721205,1.01888980,-1.01888970
-4.33716858,3.13439707,-3.13439740,0.77109799,-0.77109756,0.29116075,-0.29116074,0.30839395,-0.30839379,1.60434689,-1.60434747,0.00004436,-0.00004436,0.31782023,-0.31782020,0.02735739,-0.02735739,1.01710427,-1.01710409
-4.33116558,3.14495485,-3.14495459,0.78202481,-0.78202432,0.29081282,-0.29081266,0.31061616,-0.31061584,1.60915507,-1.60915545,0.00003852,-0.00003852,0.32388176,-0.32388159,0.02757001,-0.02757000,1.01501855,-1.01501830
-4.32516258,3.15864389,-3.15864306,0.79239171,-0.79239116,0.29191546,-0.29191517,0.31412606,-0.31412559,1.61416320,-1.61416337,0.00003367,-0.00003368,0.33153023,-0.33152992,0.02784388,-0.02784387,1.01232204,-1.01232173
-4.31915958,3.17516575,-3.17516434,0.80213731,-0.80213670,0.29445998,-0.29445954,0.31884524,-0.31884462,1.61922766,-1.61922764,0.00002974,-0.00002974,0.34088562,-0.34088516,0.02817134,-0.02817132,1.00873504,-1.00873468
-4.31315658,3.19428901,-3.19428705,0.81126136,-0.81126070,0.29843083,-0.29843026,0.32469620,-0.32469544,1.62424137,-1.62424116,0.00002663,-0.00002663,0.35207133,-0.35207073,0.02854347,-0.02854344,1.00401790,-1.00401750
-4.30715358,3.21585574,-3.21585324,0.81982503,-0.81982432,0.30380652,-0.30380581,0.33160346,-0.33160256,1.62913482,-1.62913443,0.00002428,-0.00002428,0.36521196,-0.36521120,0.02895043,-0.02895040,0.99797787,-0.99797744
-4.30115058,3.23978040,-3.23977738,0.82794785,-0.82794707,0.31055991,-0.31055906,0.33949361,-0.33949258,1.63387400,-1.63387344,0.00002261,-0.00002261,0.38042980,-0.38042888,0.02938192,-0.02938188,0.99047334,-0.99047289
-4.29514757,3.26604183,-3.26603831,0.83580139,-0.83580055,0.31865788,-0.31865690,0.34829459,-0.34829344,1.63845539,-1.63845468,0.00002157,-0.00002157,0.39784034,-0.39783926,0.02982746,-0.02982742,0.98141558,-0.98141512
-4.28914457,3.29466879,-3.29466481,0.84360008,-0.84359916,0.32806051,-0.32805940,0.35793412,-0.35793285,1.64289856,-1.64289771,0.00002111,-0.00002111,0.41754669,-0.41754545,0.03027680,-0.03027675,0.97076803,-0.97076757
-4.28314157,3.32572023,-3.32571582,0.85158929,-0.85158831,0.33871968,-0.33871845,0.36833756,-0.36833619,1.64723702,-1.64723604,0.00002119,-0.00002119,0.43963326,-0.43963187,0.03072015,-0.03072010,0.95854338,-0.95854292
-4.27713857,3.35926164,-3.35925683,0.86003161,-0.86003054,0.35057731,-0.35057597,0.37942537,-0.37942391,1.65150797,-1.65150688,0.00002176,-0.00002176,0.46415885,-0.46415730,0.03114841,-0.03114836,0.94479870,-0.94479825
-4.27113557,3.39533905,-3.39533389,0.86919153,-0.86919038,0.36356336,-0.36356192,0.39111034,-0.39110879,1.65574182,-1.65574063,0.00002279,-0.00002279,0.49114942,-0.49114772,0.03155334,-0.03155329,0.92962922,-0.92962879
-4.26513257,3.43395232,-3.43394685,0.87931966,-0.87931844,0.37759370,-0.37759217,0.40329485,-0.40329325,1.65995204,-1.65995077,0.00002425,-0.00002425,0.52059101,-0.52058918,0.03192760,-0.03192755,0.91316097,-0.91316055
-4.25912956,3.47502944,-3.47502372,0.89063692,-0.89063562,0.39256806,-0.39256645,0.41586852,-0.41586687,1.66412619,-1.66412487,0.00002609,-0.00002609,0.55242298,-0.55242103,0.03226481,-0.03226476,0.89554287,-0.89554248
-4.25312656,3.51840329,-3.51839739,0.90331961,-0.90331824,0.40836827,-0.40836659,0.42870622,-0.42870455,1.66821855,-1.66821720,0.00002829,-0.00002829,0.58653204,-0.58652998,0.03255949,-0.03255944,0.87693876,-0.87693840
-4.24712356,3.56379247,-3.56378645,0.91748598,-0.91748454,0.42485687,-0.42485514,0.44166687,-0.44166519,1.67214488,-1.67214352,0.00003080,-0.00003080,0.62274740,-0.62274525,0.03280693,-0.03280688,0.85751958,-0.85751925
-4.24112056,3.61078712,-3.61078105,0.93318508,-0.93318359,0.44187632,-0.44187456,0.45459309,-0.45459142,1.67577952,-1.67577819,0.00003359,-0.00003359,0.66083739,-0.66083518,0.03300315,-0.03300310,0.83745632,-0.83745602
-4.23511756,3.65884083,-3.65883480,0.95038824,-0.95038670,0.45924893,-0.45924716,0.46731175,-0.46731012,1.67895508,-1.67895379,0.00003661,-0.00003661,0.70050774,-0.70050549,0.03314466,-0.03314461,0.81691375,-0.81691348
-4.22911456,3.70726915,-3.70726324,0.96898377,-0.96898221,0.47677751,-0.47677575,0.47963565,-0.47963409,1.68146453,-1.68146331,0.00003982,-0.00003982,0.74140193,-0.74139967,0.03322838,-0.03322833,0.79604541,-0.79604519
-4.22311156,3.75525490,-3.75524919,0.98877510,-0.98877353,0.49424702,-0.49424528,0.49136617,-0.49136469,1.68306577,-1.68306464,0.00004317,-0.00004317,0.78310356,-0.78310132,0.03325146,-0.03325142,0.77498976,-0.77498958
-4.21710855,3.80186024,-3.80185484,1.00948246,-1.00948091,0.51142697,-0.51142529,0.50229681,-0.50229544,1.68348824,-1.68348724,0.00004660,-0.00004660,0.82514098,-0.82513879,0.03321119,-0.03321116,0.75386767,-0.75386753
-4.21110555,3.84604524,-3.84604022,1.03074814,-1.03074663,0.52807480,-0.52807319,0.51221770,-0.51221647,1.68244131,-1.68244046,0.00005005,-0.00005005,0.86699411,-0.86699200,0.03310493,-0.03310490,0.73278122,-0.73278113
-4.20510255,3.88669198,-3.88668744,1.05214511,-1.05214368,0.54393996,-0.54393844,0.52092072,-0.52091964,1.67962399,-1.67962331,0.00005346,-0.00005346,0.90810333,-0.90810135,0.03293004,-0.03293002,0.71181369,-0.71181364
-4.19909955,3.92263364,-3.92262966,1.07318869,-1.07318735,0.55876878,-0.55876737,0.52820506,-0.52820415,1.67473559,-1.67473511,0.00005678,-0.00005678,0.94788031,-0.94787848,0.03268393,-0.03268392,0.69103062,-0.69103062
-4.19309655,3.95268710,-3.95268377,1.09335077,-1.09334956,0.57230978,-0.57230851,0.53388305,-0.53388233,1.66748673,-1.66748646,0.00005994,-0.00005994,0.98572038,-0.98571874,0.03236411,-0.03236411,0.67048179,-0.67048185
-4.18709355,3.97568804,-3.97568542,1.11207612,-1.11207506,0.58431949,-0.58431837,0.53778594,-0.53778542,1.65761036,-1.65761032,0.00006288,-0.00006288,1.02101625,-1.02101482,0.03196830,-0.03196831,0.65020387,-0.65020398
-4.18109055,3.99052701,-3.99052516,1.12879998,-1.12879910,0.59456830,-0.59456733,0.53976940,-0.53976908,1.64487230,-1.64487250,0.00006554,-0.00006554,1.05317245,-1.05317127,0.03149454,-0.03149455,0.63022353,-0.63022369
-4.17508754,3.99618505,-3.99618403,1.14296641,-1.14296573,0.60284635,-0.60284556,0.53971842,-0.53971832,1.62908084,-1.62908130,0.00006787,-0.00006787,1.08162018,-1.08161928,0.03094139,-0.03094141,0.61056075,-0.61056098
-4.16908454,3.99176762,-3.99176746,1.15404645,-1.15404599,0.60896914,-0.60896854,0.53755151,-0.53755163,1.61009519,-1.61009591,0.00006982,-0.00006982,1.10583200,-1.10583138,0.03030808,-0.03030811,0.59123221,-0.59123249
-4.16308154,3.97653524,-3.97653596,1.16155559,-1.16155538,0.61278267,-0.61278225,0.53322389,-0.53322422,1.58783229,-1.58783328,0.00007135,-0.00007135,1.12533574,-1.12533544,0.02959471,-0.02959475,0.57225431,-0.57225465
-4.15707854,3.94992990,-3.94993151,1.16506976,-1.16506981,0.61416780,-0.61416758,0.52672955,-0.52673008,1.56227198,-1.56227322,0.00007242,-0.00007242,1.13972738,-1.13972739,0.02880236,-0.02880241,0.55364594,-0.55364633
-4.15107554,3.91159607,-3.91159857,1.16423922,-1.16423953,0.61304389,-0.61304386,0.51810214,-0.51810286,1.53346011,-1.53346160,0.00007302,-0.00007302,1.14868213,-1.14868247,0.02793327,-0.02793333,0.53543053,-0.53543097
-4.14507254,3.86139555,-3.86139891,1.15879991,-1.15880049,0.60937131,-0.60937147,0.50741458,-0.50741548,1.50150973,-1.50151147,0.00007314,-0.00007314,1.15196356,-1.15196423,0.02699091,-0.02699098,0.51763749,-0.51763798
-4.13906953,3.79941561,-3.79941980,1.14858181,-1.14858265,0.60315288,-0.60315322,0.49477753,-0.49477860,1.46660028,-1.46660223,0.00007277,-0.00007277,1.14943028,-1.14943127,0.02598002,-0.02598009,0.50030288,-0.50030341
-4.13306653,3.72597020,-3.72597516,1.13351413,-1.13351523,0.59443414,-0.59443466,0.48033663,-0.48033784,1.42897470,-1.42897686,0.00007193,-0.00007193,1.14104002,-1.14104132,0.02490660,-0.02490668,0.48346919,-0.48346976
-4.12706353,3.64159423,-3.64159991,1.11362713,-1.11362849,0.58330242,-0.58330310,0.46426880,-0.46427013,1.38893490,-1.38893725,0.00007064,-0.00007064,1.12685097,-1.12685256,0.02377787,-0.02377796,0.46718450,-0.46718510
-4.12106053,3.54703125,-3.54703758,1.08905069,-1.08905228,0.56988473,-0.56988555,0.44677771,-0.44677915,1.34683554,-1.34683805,0.00006894,-0.00006894,1.10702024,-1.10702211,0.02260215,-0.02260224,0.45150073,-0.45150137
-4.11505753,3.44321515,-3.44322204,1.06000965,-1.06001146,0.55434461,-0.55434556,0.42808865,-0.42809016,1.30307649,-1.30307912,0.00006686,-0.00006686,1.08179970,-1.08180182,0.02138868,-0.02138877,0.43647153,-0.43647218
-4.10905453,3.33124667,-3.33125403,1.02681643,-1.02681843,0.53687802,-0.53687909,0.40844296,-0.40844453,1.25809438,-1.25809713,0.00006446,-0.00006446,1.05152918,-1.05153152,0.02014747,-0.02014756,0.42214951,-0.42215017
-4.10305153,3.21236585,-3.21237360,0.98986103,-0.98986319,0.51770845,-0.51770962,0.38809244,-0.38809404,1.21235355,-1.21235637,0.00006180,-0.00006180,1.01662744,-1.01662997,0.01888903,-0.01888912,0.40858338,-0.40858405
-4.09704852,3.08792159,-3.08792962,0.94959915,-0.94960146,0.49708137,-0.49708261,0.36729368,-0.36729530,1.16633673,-1.16633960,0.00005894,-0.00005894,0.97758116,-0.97758385,0.01762414,-0.01762423,0.39581496,-0.39581563
-4.09104552,2.95933947,-2.95934769,0.90653881,-0.90654123,0.47525833,-0.47525963,0.34630292,-0.34630452,1.12053603,-1.12053891,0.00005597,-0.00005597,0.93493242,-0.93493524,0.01636362,-0.01636371,0.38387639,-0.38387705
-4.08504252,2.82808940,-2.82809772,0.86122596,-0.86122846,0.45251086,-0.45251220,0.32537118,-0.32537275,1.07544445,-1.07544732,0.00005295,-0.00005295,0.88926510,-0.88926801,0.01511805,-0.01511814,0.37278766,-0.37278831
-4.07903952,2.69565409,-2.69566242,0.81422985,-0.81423239,0.42911438,-0.42911573,0.30474023,-0.30474177,1.03154836,-1.03155119,0.00004996,-0.00004996,0.84119063,-0.84119359,0.01389755,-0.01389764,0.36255477,-0.36255541
-4.07303652,2.56349958,-2.56350783,0.76612848,-0.76613104,0.40534229,-0.40534365,0.28463925,-0.28464073,0.98932118,-0.98932394,0.00004708,-0.00004708,0.79133360,-0.79133659,0.01271159,-0.01271167,0.35316851,-0.35316912
-4.06703352,2.43304886,-2.43305695,0.71749475,-0.71749731,0.38146057,-0.38146192,0.26528231,-0.26528373,0.94921846,-0.94922113,0.00004439,-0.00004439,0.74031776,-0.74032075,0.01156877,-0.01156885,0.34460409,-0.34460468
-4.06103052,2.30565919,-2.30566706,0.66888366,-0.66888618,0.35772278,-0.35772410,0.24686671,-0.24686805,0.91167446,-0.91167702,0.00004195,-0.00004195,0.68875267,-0.68875562,0.01047672,-0.01047680,0.33682171,-0.33682226
-4.05502751,2.18260375,-2.18261132,0.62082096,-0.62082342,0.33436587,-0.33436715,0.22957217,-0.22957342,0.87710019,-0.87710263,0.00003985,-0.00003985,0.63722148,-0.63722437,0.00944198,-0.00944206,0.32976784,-0.32976836
-4.04902451,2.06505768,-2.06506491,0.57379344,-0.57379582,0.31160665,-0.31160788,0.21356070,-0.21356186,0.84588281,-0.84588511,0.00003814,-0.00003814,0.58627022,-0.58627302,0.00846995,-0.00847002,0.32337751,-0.32337800
-4.04302151,1.95408860,-1.95409544,0.52824114,-0.52824343,0.28963910,-0.28964026,0.19897713,-0.19897820,0.81838614,-0.81838829,0.00003690,-0.00003690,0.53639865,-0.53640134,0.00756484,-0.00756490,0.31757713,-0.31757758
-4.03701851,1.85065123,-1.85065764,0.48455144,-0.48455361,0.26863249,-0.26863358,0.18595017,-0.18595115,0.79495197,-0.79495394,0.00003618,-0.00003618,0.48805301,-0.48805557,0.00672971,-0.00672977,0.31228794,-0.31228837
-4.03101551,1.75558560,-1.75559155,0.44305506,-0.44305710,0.24873027,-0.24873129,0.17459375,-0.17459464,0.77590171,-0.77590352,0.00003604,-0.00003604,0.44162071,-0.44162314,0.00596652,-0.00596657,0.30742977,-0.30743016
-4.02501251,1.66961810,-1.66962358,0.40402395,-0.40402585,0.23004970,-0.23005064,0.16500854,-0.16500933,0.76153813,-0.76153976,0.00003652,-0.00003652,0.39742694,-0.39742921,0.00527619,-0.00527623,0.30292481,-0.30292517
-4.01900950,1.59336474,-1.59336974,0.36767082,-0.36767258,0.21268209,-0.21268295,0.15728351,-0.15728421,0.75214655,-0.75214800,0.00003766,-0.00003766,0.35573313,-0.35573525,0.00465867,-0.00465871,0.29870137,-0.29870170
-4.01300650,1.52733556,-1.52734007,0.33415024,-0.33415185,0.19669364,-0.19669442,0.15149736,-0.15149798,0.74799522,-0.74799649,0.00003950,-0.00003950,0.31673729,-0.31673925,0.00411309,-0.00411313,0.29469711,-0.29469741
-4.00700350,1.47193954,-1.47194357,0.30356092,-0.30356238,0.18212666,-0.18212735,0.14771967,-0.14772021,0.74933459,-0.74933568,0.00004207,-0.00004207,0.28057584,-0.28057764,0.00363786,-0.00363789,0.29086173,-0.29086201
-4.00100050,1.42748936,-1.42749291,0.27594913,-0.27595045,0.16900116,-0.16900176,0.14601171,-0.14601217,0.75639515,-0.75639607,0.00004540,-0.00004540,0.24732691,-0.24732855,0.00323075,-0.00323077,0.28715889,-0.28715914
-3.99499750,1.39420526,-1.39420835,0.25131286,-0.25131404,0.15731666,-0.15731718,0.14642688,-0.14642727,0.76938394,-0.76938469,0.00004950,-0.00004950,0.21701476,-0.21701624,0.00288904,-0.00288907,0.28356715,-0.28356738
-3.98899450,1.37221792,-1.37222057,0.22960653,-0.22960756,0.14705408,-0.14705452,0.14901073,-0.14901105,0.78847960,-0.78848020,0.00005438,-0.00005438,0.18961510,-0.18961642,0.00260964,-0.00260966,0.28008003,-0.28008023
-3.98299150,1.36157008,-1.36157231,0.21074608,-0.21074698,0.13817778,-0.13817814,0.15380065,-0.15380091,0.81382645,-0.81382689,0.00006005,-0.00006005,0.16506107,-0.16506225,0.00238913,-0.00238915,0.27670499,-0.27670517
-3.97698849,1.36221716,-1.36221900,0.19461422,-0.19461500,0.13063746,-0.13063774,0.16082525,-0.16082545,0.84552772,-0.84552803,0.00006651,-0.00006651,0.14324961,-0.14325066,0.00222388,-0.00222389,0.27346160,-0.27346175
-3.97098549,1.37402714,-1.37402861,0.18106575,-0.18106642,0.12437011,-0.12437033,0.17010360,-0.17010376,0.88363873,-0.88363891,0.00007375,-0.00007375,0.12404797,-0.12404889,0.00211011,-0.00211012,0.27037885,-0.27037898
-3.96498249,1.39678028,-1.39678142,0.16993270,-0.16993325,0.11930188,-0.11930204,0.18164447,-0.18164458,0.92816036,-0.92816044,0.00008177,-0.00008177,0.10730014,-0.10730094,0.00204397,-0.00204398,0.26749194,-0.26749205
-3.95897949,1.43016943,-1.43017028,0.16102938,-0.16102984,0.11534981,-0.11534990,0.19544569,-0.19544576,0.97903372,-0.97903371,0.00009056,-0.00009056,0.09283312,-0.09283382,0.00202157,-0.00202158,0.26483863,-0.26483873
-3.95297649,1.47380150,-1.47380208,0.15415725,-0.15415762,0.11242355,-0.11242359,0.21149383,-0.21149387,1.03613639,-1.03613630,0.00010011,-0.00010011,0.08046271,-0.08046330,0.00203900,-0.00203901,0.26245553,-0.26245560
-3.94697349,1.52720090,-1.52720126,0.14910945,-0.14910974,0.11042706,-0.11042705,0.22976436,-0.22976437,1.09928108,-1.09928093,0.00011041,-0.00011041,0.06999882,-0.06999933,0.00209240,-0.00209240,0.26037443,-0.26037449
-3.94097049,1.58981554,-1.58981571,0.14567518,-0.14567541,0.10926023,-0.10926018,0.25022237,-0.25022235,1.16821701,-1.16821683,0.00012144,-0.00012143,0.06125024,-0.06125067,0.00217796,-0.00217796,0.25861913,-0.25861917
-3.93496748,1.66102579,-1.66102580,0.14364381,-0.14364398,0.10882056,-0.10882047,0.27282392,-0.27282388,1.24263426,-1.24263405,0.00013319,-0.00013319,0.05402871,-0.05402908,0.00229195,-0.00229195,0.25720272,-0.25720275
-3.92896448,1.74015656,-1.74015646,0.14280868,-0.14280880,0.10900482,-0.10900469,0.29751810,-0.29751805,1.32217124,-1.32217103,0.00014567,-0.00014567,0.04815237,-0.04815268,0.00243074,-0.00243074,0.25612573,-0.25612575
-3.92296148,1.82649248,-1.82649229,0.14297072,-0.14297081,0.10971074,-0.10971058,0.32424967,-0.32424960,1.40642509,-1.40642490,0.00015888,-0.00015888,0.04344852,-0.04344878,0.00259085,-0.00259085,0.25537510,-0.25537510
-3.91695848,1.91929562,-1.91929538,0.14394177,-0.14394182,0.11083877,-0.11083858,0.35296216,-0.35296209,1.49496447,-1.49496431,0.00017282,-0.00017282,0.03975576,-0.03975597,0.00276893,-0.00276893,0.25492409,-0.25492409
-3.91095548,2.01782526,-2.01782499,0.14554755,-0.14554757,0.11229375,-0.11229354,0.38360131,-0.38360123,1.58734419,-1.58734407,0.00018750,-0.00018750,0.03692556,-0.03692575,0.00296181,-0.00296181,0.25473321,-0.25473319
-3.90495248,2.12135846,-2.12135820,0.14763031,-0.14763031,0.11398662,-0.11398640,0.41611845,-0.41611837,1.68312081,-1.68312076,0.00020294,-0.00020293,0.03482327,-0.03482342,0.00316653,-0.00316653,0.25475186,-0.25475183
-3.89894947,2.22921061,-2.22921038,0.15005106,-0.15005106,0.11583600,-0.11583576,0.45047366,-0.45047358,1.78186818,-1.78186820,0.00021916,-0.00021916,0.03332859,-0.03332871,0.00338038,-0.00338038,0.25492086,-0.25492083
-3.89294647,2.34075430,-2.34075411,0.15269135,-0.15269134,0.11776965,-0.11776940,0.48663824,-0.48663815,1.88319181,-1.88319191,0.00023619,-0.00023619,0.03233567,-0.03233577,0.00360092,-0.00360091,0.25517550,-0.25517548
-3.88694347,2.45543556,-2.45543544,0.15545444,-0.15545443,0.11972570,-0.11972544,0.52459618,-0.52459610,1.98674118,-1.98674137,0.00025406,-0.00025406,0.03175285,-0.03175294,0.00382597,-0.00382597,0.25544899,-0.25544896
-3.88094047,2.57278610,-2.57278604,0.15826595,-0.15826593,0.12165365,-0.12165339,0.56434443,-0.56434435,2.09221891,-2.09221919,0.00027279,-0.00027279,0.03150206,-0.03150214,0.00405372,-0.00405372,0.25567599,-0.25567597
-3.87493747,2.69243051,-2.69243054,0.16107378,-0.16107377,0.12351506,-0.12351480,0.60589144,-0.60589137,2.19938609,-2.19938646,0.00029241,-0.00029241,0.03151795,-0.03151802,0.00428265,-0.00428265,0.25579624,-0.25579623
-3.86893447,2.81408800,-2.81408811,0.16384750,-0.16384750,0.12528385,-0.12528359,0.64925413,-0.64925406,2.30806330,-2.30806375,0.00031295,-0.00031295,0.03174694,-0.03174701,0.00451159,-0.00451159,0.25575775,-0.25575774
-3.86293147,2.93756802,-2.93756821,0.16657689,-0.16657690,0.12694626,-0.12694600,0.69445290,-0.69445283,2.41812708,-2.41812761,0.00033442,-0.00033442,0.03214600,-0.03214606,0.00473971,-0.00473970,0.25551966,-0.25551967
-3.85692846,3.06276023,-3.06276049,0.16927005,-0.16927007,0.12850040,-0.12850014,0.74150504,-0.74150498,2.52950217,-2.52950277,0.00035681,-0.00035681,0.03268145,-0.03268151,0.00496648,-0.00496648,0.25505449,-0.25505450
-3.85092546,3.18961908,-3.18961941,0.17195075,-0.17195078,0.12995545,-0.12995520,0.79041651,-0.79041645,2.64214981,-2.64215046,0.00038013,-0.00038013,0.03332767,-0.03332772,0.00519168,-0.00519167,0.25434961,-0.25434964
-3.84492246,3.31814427,-3.31814465,0.17465546,-0.17465550,0.13133052,-0.13133026,0.84117262,-0.84117255,2.75605316,-2.75605385,0.00040435,-0.00040435,0.03406584,-0.03406588,0.00541532,-0.00541532,0.25340809,-0.25340814
-3.83891946,3.44835809,-3.44835850,0.17742995,-0.17743000,0.13265317,-0.13265292,0.89372800,-0.89372793,2.87120079,-2.87120150,0.00042944,-0.00042944,0.03488271,-0.03488275,0.00563762,-0.00563762,0.25224867,-0.25224873
-3.83291646,3.58028155,-3.58028197,0.18032569,-0.18032575,0.13395782,-0.13395757,0.94799651,-0.94799644,2.98756960,-2.98757031,0.00045536,-0.00045536,0.03576947,-0.03576951,0.00585894,-0.00585894,0.25090507,-0.25090515
-3.82691346,3.71391076,-3.71391117,0.18339625,-0.18339632,0.13528392,-0.13528368,1.00384175,-1.00384167,3.10510847,-3.10510915,0.00048205,-0.00048205,0.03672069,-0.03672074,0.00607971,-0.00607971,0.24942470,-0.24942479
-3.82091046,3.84919544,-3.84919581,0.18669374,-0.18669382,0.13667411,-0.13667386,1.06106880,-1.06106871,3.22372395,-3.22372460,0.00050945,-0.00050945,0.03773342,-0.03773346,0.00630038,-0.00630038,0.24786671,-0.24786682
-3.81490745,3.98602099,-3.98602130,0.19026563,-0.19026571,0.13817237,-0.13817212,1.11941804,-1.11941794,3.34326923,-3.34326981,0.00053749,-0.00053749,0.03880639,-0.03880643,0.00652132,-0.00652132,0.24629977,-0.24629989
-3.80890445,4.12419559,-4.12419581,0.19415187,-0.19415196,0.13982231,-0.13982206,1.17856147,-1.17856136,3.46353712,-3.46353761,0.00056608,-0.00056608,0.03993937,-0.03993940,0.00674279,-0.00674278,0.24479950,-0.24479963
-3.80290145,4.26344302,-4.26344313,0.19838262,-0.19838272,0.14166557,-0.14166531,1.23810219,-1.23810207,3.58425778,-3.58425816,0.00059517,-0.00059517,0.04113268,-0.04113272,0.00696486,-0.00696486,0.24344574,-0.24344588
-3.79689845,4.40340173,-4.40340171,0.20297662,-0.20297671,0.14374046,-0.14374020,1.29757726,-1.29757711,3.70510125,-3.70510152,0.00062467,-0.00062467,0.04238684,-0.04238687,0.00718738,-0.00718737,0.24231996,-0.24232010
-3.79089545,4.54363005,-4.54362988,0.20794010,-0.20794020,0.14608084,-0.14608057,1.35646409,-1.35646393,3.82568453,-3.82568465,0.00065453,-0.00065453,0.04370225,-0.04370228,0.00740990,-0.00740990,0.24150254,-0.24150269
-3.78489245,4.68361689,-4.68361655,0.21326654,-0.21326664,0.14871517,-0.14871489,1.41419038,-1.41419021,3.94558245,-3.94558241,0.00068469,-0.00068469,0.04507908,-0.04507911,0.00763171,-0.00763170,0.24107045,-0.24107060
-3.77888944,4.82279675,-4.82279622,0.21893694,-0.21893704,0.15166592,-0.15166563,1.47014711,-1.47014692,4.06434146,-4.06434125,0.00071512,-0.00071512,0.04651714,-0.04651716,0.00785175,-0.00785175,0.24109503,-0.24109519
-3.77288644,4.96056776,-4.96056704,0.22492070,-0.22492079,0.15494908,-0.15494878,1.52370421,-1.52370400,4.18149480,-4.18149441,0.00074576,-0.00074576,0.04801579,-0.04801581,0.00806870,-0.00806870,0.24164012,-0.24164027
-3.76688344,5.09631081,-5.09630987,0.23117697,-0.23117706,0.15857393,-0.15857362,1.57422814,-1.57422792,4.29657777,-4.29657719,0.00077659,-0.00077659,0.04957394,-0.04957395,0.00828091,-0.00828091,0.24276039,-0.24276055
-3.76088044,5.22940802,-5.22940687,0.23765638,-0.23765646,0.16254291,-0.16254258,1.62110055,-1.62110032,4.40914143,-4.40914065,0.00080760,-0.00080760,0.05118994,-0.05118994,0.00848649,-0.00848648,0.24450005,-0.24450020
-3.75487744,5.35925889,-5.35925752,0.24430291,-0.24430299,0.16685158,-0.16685123,1.66373702,-1.66373679,4.51876345,-4.51876248,0.00083873,-0.00083873,0.05286145,-0.05286145,0.00868331,-0.00868330,0.24689165,-0.24689179
-3.74887444,5.48529244,-5.48529086,0.25105588,-0.25105595,0.17148868,-0.17148831,1.70160503,-1.70160479,4.62505491,-4.62505375,0.00086997,-0.00086997,0.05458539,-0.05458538,0.00886909,-0.00886908,0.24995521,-0.24995535
-3.74287144,5.60697431,-5.60697252,0.25785187,-0.25785193,0.17643618,-0.17643580,1.73424013,-1.73423989,4.72766229,-4.72766094,0.00090125,-0.00090125,0.05635763,-0.05635762,0.00904141,-0.00904141,0.25369744,-0.25369757
